input_domain,naics_domain,flag_conference,flag_alexa,flag_yahoo,ecid,ind,ind_score,naics_2,naics_2_desc,naics_4,naics_4_desc,naics_6,naics_6_desc,naics_6_score,jj_corrections
midwaygold.com,midwaygold.com,null,null,1,1073811820,Mining & Metals,0.99183321,21,"Mining, Quarrying, and Oil and Gas Extraction",2122,Metal Ore Mining,212221,Gold Ore Mining,0.967334509,
mbofmd.com,mbofmd.com,null,null,1,1076897596,Financial Services,0.988170266,52,Finance and Insurance,5221,Depository Credit Intermediation,522120,Savings Institutions,0.9671067,
areva.com,areva.com,null,null,1,1076313170,Oil & Energy,0.682558358,21,"Mining, Quarrying, and Oil and Gas Extraction",2122,Metal Ore Mining,212291,Uranium-Radium-Vanadium Ore Mining,0.966883838,
coeur.com,coeur.com,null,null,1,1076808349,Mining & Metals,0.997693598,21,"Mining, Quarrying, and Oil and Gas Extraction",2122,Metal Ore Mining,212221,Gold Ore Mining,0.966872692,
sabinagoldsilver.com,sabinagoldsilver.com,null,null,1,1076116214,Mining & Metals,0.990389645,21,"Mining, Quarrying, and Oil and Gas Extraction",2122,Metal Ore Mining,212221,Gold Ore Mining,0.966687977,
corninggas.com,corninggas.com,null,null,1,1076515504,Utilities,0.651131928,22,Utilities,2212,Natural Gas Distribution,221210,Natural Gas Distribution,0.966335952,
sandstormgold.com,sandstormgold.com,null,null,1,1076888682,Mining & Metals,0.983092666,21,"Mining, Quarrying, and Oil and Gas Extraction",2122,Metal Ore Mining,212221,Gold Ore Mining,0.966228783,
thirdfederal.com,thirdfederal.com,null,null,1,1076147465,Financial Services,0.956629336,52,Finance and Insurance,5221,Depository Credit Intermediation,522120,Savings Institutions,0.965919375,
dominos.com.au,dominos.com.au,null,null,1,1079039349,Restaurants,0.558048606,72,Accommodation and Food Services,7225,Restaurants and Other Eating Places,722513,Limited-Service Restaurants,0.965796411,
discoverygold.com,discoverygold.com,null,null,1,1076275614,Mining & Metals,0.993688166,21,"Mining, Quarrying, and Oil and Gas Extraction",2122,Metal Ore Mining,212221,Gold Ore Mining,0.965559602,
endeavourmining.com,endeavourmining.com,null,null,1,1079847911,Mining & Metals,0.997928977,21,"Mining, Quarrying, and Oil and Gas Extraction",2122,Metal Ore Mining,212221,Gold Ore Mining,0.965030313,
freshdelmonte.com,freshdelmonte.com,null,null,1,1076239246,Food & Beverages,0.856769502,42,Wholesale Trade,4244,Grocery and Related Product Merchant Wholesalers,424480,Fresh Fruit and Vegetable Merchant Wholesalers,0.964987993,
hulu.com,hulu.com,null,1,null,1075656444,Media and Entertainment,0.644824863,51,Information,5151,Radio and Television Broadcasting,515120,Television Broadcasting,0.964889586,
tvb.com,tvb.com,null,null,1,1075712723,Media and Entertainment,0.960878849,51,Information,5151,Radio and Television Broadcasting,515120,Television Broadcasting,0.964829862,
hktvmall.com,hktvmall.com,null,null,1,1083089396,Media and Entertainment,0.74245286,51,Information,5151,Radio and Television Broadcasting,515120,Television Broadcasting,0.964820743,
digioutdoor.com,digioutdoor.com,null,null,1,1075528142,Marketing and Advertising,0.985835254,54,"Professional, Scientific, and Technical Services",5418,"Advertising, Public Relations, and Related Services",541850,Outdoor Advertising,0.96479547,
cullmansavingsbank.com,cullmansavingsbank.com,null,null,1,1077245682,Financial Services,0.986208081,52,Finance and Insurance,5221,Depository Credit Intermediation,522120,Savings Institutions,0.964388371,
centerragold.com,centerragold.com,null,null,1,1074244585,Mining & Metals,0.997453749,21,"Mining, Quarrying, and Oil and Gas Extraction",2122,Metal Ore Mining,212221,Gold Ore Mining,0.964371741,
goldreserveinc.com,goldreserveinc.com,null,null,1,1076683539,Mining & Metals,0.979980111,21,"Mining, Quarrying, and Oil and Gas Extraction",2122,Metal Ore Mining,212221,Gold Ore Mining,0.964284599,
uplandsoftware.com,uplandsoftware.com,null,null,1,1075201065,Computer Software,0.83905977,51,Information,5112,Software Publishers,511210,Software Publishers,0.963616669,
pacificdrilling.com,pacificdrilling.com,null,null,1,1076280403,Oil & Energy,0.973018885,21,"Mining, Quarrying, and Oil and Gas Extraction",2131,Support Activities for Mining,213111,Drilling Oil and Gas Wells,0.963416457,
cineplex.com,cineplex.com,null,null,1,1075500709,Media and Entertainment,0.967853844,51,Information,5121,Motion Picture and Video Industries,512131,Motion Picture Theaters (except Drive-Ins),0.963388622,
uex-corporation.com,uex-corporation.com,null,null,1,1075850652,Mining & Metals,0.97469157,21,"Mining, Quarrying, and Oil and Gas Extraction",2122,Metal Ore Mining,212291,Uranium-Radium-Vanadium Ore Mining,0.963351429,
redeaglemining.com,redeaglemining.com,null,null,1,1074790619,Mining & Metals,0.998721182,21,"Mining, Quarrying, and Oil and Gas Extraction",2122,Metal Ore Mining,212221,Gold Ore Mining,0.963204205,
precisiondrilling.com,precisiondrilling.com,null,null,1,1077097660,Oil & Energy,0.995476544,21,"Mining, Quarrying, and Oil and Gas Extraction",2131,Support Activities for Mining,213111,Drilling Oil and Gas Wells,0.962916851,
richmont-mines.com,richmont-mines.com,null,null,1,1074310480,Mining & Metals,0.997993231,21,"Mining, Quarrying, and Oil and Gas Extraction",2122,Metal Ore Mining,212221,Gold Ore Mining,0.96291244,
perseusmining.com,perseusmining.com,null,null,1,1078349317,Mining & Metals,0.998783052,21,"Mining, Quarrying, and Oil and Gas Extraction",2122,Metal Ore Mining,212221,Gold Ore Mining,0.962859035,
capfed.com,capfed.com,null,null,1,1075566558,Financial Services,0.989331842,52,Finance and Insurance,5221,Depository Credit Intermediation,522120,Savings Institutions,0.962467611,
megauranium.com,megauranium.com,null,null,1,1075063026,Mining & Metals,0.992857218,21,"Mining, Quarrying, and Oil and Gas Extraction",2122,Metal Ore Mining,212291,Uranium-Radium-Vanadium Ore Mining,0.961748481,
sjindustries.com,sjindustries.com,null,null,1,1077077492,Utilities,0.970804513,22,Utilities,2212,Natural Gas Distribution,221210,Natural Gas Distribution,0.961571217,
greatamericanbancorp.com,greatamericanbancorp.com,null,null,1,1074215165,Financial Services,0.955231607,52,Finance and Insurance,5221,Depository Credit Intermediation,522120,Savings Institutions,0.961081564,
olysteel.com,olysteel.com,null,null,1,1077017132,Mining & Metals,0.907203555,42,Wholesale Trade,4235,Metal and Mineral (except Petroleum) Merchant Wholesalers,423510,Metal Service Centers and Other Metal Merchant Wholesalers,0.961071312,
sbgi.net,sbgi.net,null,null,1,1073752591,Media and Entertainment,0.944803059,51,Information,5151,Radio and Television Broadcasting,515120,Television Broadcasting,0.961023092,
scorpiogold.com,scorpiogold.com,null,null,1,1074427664,Mining & Metals,0.99808085,21,"Mining, Quarrying, and Oil and Gas Extraction",2122,Metal Ore Mining,212221,Gold Ore Mining,0.960429132,
polymetalinternational.com,polymetalinternational.com,null,null,1,1077820551,Mining & Metals,0.997387826,21,"Mining, Quarrying, and Oil and Gas Extraction",2122,Metal Ore Mining,212221,Gold Ore Mining,0.959807396,
banro.com,banro.com,null,null,1,1075675717,Mining & Metals,0.998571873,21,"Mining, Quarrying, and Oil and Gas Extraction",2122,Metal Ore Mining,212221,Gold Ore Mining,0.959781766,
noblecorp.com,noblecorp.com,null,null,1,1074341360,Oil & Energy,0.9827407,21,"Mining, Quarrying, and Oil and Gas Extraction",2131,Support Activities for Mining,213111,Drilling Oil and Gas Wells,0.959318698,
homecityfederal.com,homecityfederal.com,null,null,1,1077516588,Financial Services,0.993382692,52,Finance and Insurance,5221,Depository Credit Intermediation,522120,Savings Institutions,0.959226906,
rml.com.au,rml.com.au,null,null,1,1078427298,Mining & Metals,0.999105752,21,"Mining, Quarrying, and Oil and Gas Extraction",2122,Metal Ore Mining,212221,Gold Ore Mining,0.958764017,
hamiltonbancorp.com,hamiltonbancorp.com,null,null,1,1097993556,Financial Services,0.982039034,52,Finance and Insurance,5221,Depository Credit Intermediation,522120,Savings Institutions,0.958557308,
rt.com,rt.com,null,1,null,1080027473,Media and Entertainment,0.928087711,51,Information,5151,Radio and Television Broadcasting,515120,Television Broadcasting,0.958146274,
agribank.com,agribank.com,null,null,1,1076952878,Financial Services,0.741604149,52,Finance and Insurance,5222,Nondepository Credit Intermediation,522293,International Trade Financing,0.958058715,
canalaska.com,canalaska.com,null,null,1,1074406352,Mining & Metals,0.994329691,21,"Mining, Quarrying, and Oil and Gas Extraction",2122,Metal Ore Mining,212291,Uranium-Radium-Vanadium Ore Mining,0.957892358,
hmnf.com,hmnf.com,null,null,1,1077188869,Staffing and Recruiting,0.809436798,52,Finance and Insurance,5221,Depository Credit Intermediation,522120,Savings Institutions,0.9572438,
paychex.com,paychex.com,null,null,1,1076439817,Human Resources,0.763210058,54,"Professional, Scientific, and Technical Services",5412,"Accounting, Tax Preparation, Bookkeeping, and Payroll Services",541214,Payroll Services,0.95722425,
abglobal.com,abglobal.com,null,null,1,1088242261,Financial Services,0.992952287,52,Finance and Insurance,5259,Other Investment Pools and Funds,525910,Open-End Investment Funds,0.957136452,
home-savings.com,home-savings.com,null,null,1,1076478794,Financial Services,0.987487793,52,Finance and Insurance,5221,Depository Credit Intermediation,522120,Savings Institutions,0.957070708,
goldgroupmining.com,goldgroupmining.com,null,null,1,1077593167,Mining & Metals,0.998360336,21,"Mining, Quarrying, and Oil and Gas Extraction",2122,Metal Ore Mining,212221,Gold Ore Mining,0.956914783,
lakeshoresavings.com,lakeshoresavings.com,null,null,1,1077026702,Financial Services,0.991793931,52,Finance and Insurance,5221,Depository Credit Intermediation,522120,Savings Institutions,0.956715822,
waynesavings.com,waynesavings.com,null,null,1,1077527617,Financial Services,0.991182089,52,Finance and Insurance,5221,Depository Credit Intermediation,522120,Savings Institutions,0.956623793,
pulseseismic.com,pulseseismic.com,null,null,1,1079814858,Oil & Energy,0.995802701,21,"Mining, Quarrying, and Oil and Gas Extraction",2131,Support Activities for Mining,213112,Support Activities for Oil and Gas Operations,0.956285477,
onegas.com,onegas.com,null,null,1,1077434186,Utilities,0.991294205,22,Utilities,2212,Natural Gas Distribution,221210,Natural Gas Distribution,0.955924034,
atwd.com,atwd.com,null,null,1,1075987048,Oil & Energy,0.9768942,21,"Mining, Quarrying, and Oil and Gas Extraction",2131,Support Activities for Mining,213111,Drilling Oil and Gas Wells,0.955577731,
caligold.ca,caligold.ca,null,null,1,1077390657,Mining & Metals,0.972662926,21,"Mining, Quarrying, and Oil and Gas Extraction",2122,Metal Ore Mining,212221,Gold Ore Mining,0.955476821,
intelsat.com,intelsat.com,null,null,1,1074039763,Telecommunications,0.898803413,51,Information,5174,Satellite Telecommunications,517410,Satellite Telecommunications,0.955473483,
wolverinebank.com,wolverinebank.com,null,null,1,1074175572,Financial Services,0.996109426,52,Finance and Insurance,5221,Depository Credit Intermediation,522120,Savings Institutions,0.954180241,
denisonmines.com,denisonmines.com,null,null,1,1077014953,Mining & Metals,0.99317801,21,"Mining, Quarrying, and Oil and Gas Extraction",2122,Metal Ore Mining,212291,Uranium-Radium-Vanadium Ore Mining,0.954012692,
argonautgold.com,argonautgold.com,null,null,1,1073887574,Mining & Metals,0.996908963,21,"Mining, Quarrying, and Oil and Gas Extraction",2122,Metal Ore Mining,212221,Gold Ore Mining,0.953879833,
hs3tech.com,hs3tech.com,null,null,1,1075769821,Computer Network & Security,0.384351552,56,Administrative and Support and Waste Management and Remediation Services,5616,Investigation and Security Services,561621,Security Systems Services (except Locksmiths),0.953410387,
ituscorp.com,ituscorp.com,null,null,1,1097893007,Biotechnology,0.964451015,53,Real Estate and Rental and Leasing,5331,Lessors of Nonfinancial Intangible Assets (except Copyrighted Works),533110,Lessors of Nonfinancial Intangible Assets (except Copyrighted Works),0.953358471,
torexgold.com,torexgold.com,null,null,1,1076188896,Mining & Metals,0.998877823,21,"Mining, Quarrying, and Oil and Gas Extraction",2122,Metal Ore Mining,212221,Gold Ore Mining,0.953317642,
parkebank.com,parkebank.com,null,null,1,1076698700,Financial Services,0.992759347,52,Finance and Insurance,5221,Depository Credit Intermediation,522120,Savings Institutions,0.953156769,
stonegatebank.com,stonegatebank.com,null,null,1,1076488932,Financial Services,0.992988646,52,Finance and Insurance,5221,Depository Credit Intermediation,522110,Commercial Banking,0.952769637,
atlanticgold.com.au,atlanticgold.com.au,null,null,1,1078363143,Mining & Metals,0.998233438,21,"Mining, Quarrying, and Oil and Gas Extraction",2122,Metal Ore Mining,212221,Gold Ore Mining,0.952584088,
kivalliqenergy.com,kivalliqenergy.com,null,null,1,1088154909,Mining & Metals,0.993346214,21,"Mining, Quarrying, and Oil and Gas Extraction",2122,Metal Ore Mining,212291,Uranium-Radium-Vanadium Ore Mining,0.951554358,
prothom-alo.com,prothom-alo.com,null,1,null,1079089668,Newspapers,0.99506098,51,Information,5111,"Newspaper, Periodical, Book, and Directory Publishers",511110,Newspaper Publishers,0.951327384,
ricardo.com,ricardo.com,null,null,1,1077109310,Automotive,0.807638228,54,"Professional, Scientific, and Technical Services",5413,"Architectural, Engineering, and Related Services",541330,Engineering Services,0.951323509,
avisbudgetgroup.com,avisbudgetgroup.com,null,null,1,1076138378,"Leisure, Travel & Tourism",0.721149802,53,Real Estate and Rental and Leasing,5321,Automotive Equipment Rental and Leasing,532111,Passenger Car Rental,0.951241851,
sagegoldinc.com,sagegoldinc.com,null,null,1,1076986717,Mining & Metals,0.99384588,21,"Mining, Quarrying, and Oil and Gas Extraction",2122,Metal Ore Mining,212221,Gold Ore Mining,0.951155007,
agero.com,agero.com,1,null,null,1075691130,Automotive,0.507117152,52,Finance and Insurance,5242,"Agencies, Brokerages, and Other Insurance Related Activities",524292,Third Party Administration of Insurance and Pension Funds,0.951094747,524292
calfrac.com,calfrac.com,null,null,1,1077123068,Oil & Energy,0.994390428,21,"Mining, Quarrying, and Oil and Gas Extraction",2131,Support Activities for Mining,213112,Support Activities for Oil and Gas Operations,0.950889587,
tanzanianroyalty.com,tanzanianroyalty.com,null,null,1,1073854403,Mining & Metals,0.990014911,21,"Mining, Quarrying, and Oil and Gas Extraction",2122,Metal Ore Mining,212221,Gold Ore Mining,0.950005889,
